title,category,price,rating,availability,description,upc,num_reviews,product_url,stock_count,description_word_count,price_range,recommended
my paris kitchen: recipes and stories,food and drink,33.37,2,in stock (16 available) in stock in stock in stock in stock in stock in stock,"a collection of stories and 100 sweet and savory french-inspired recipes from popular food blogger david lebovitz, reflecting the way parisians eat today and featuring lush photography taken around paris and in david's parisian kitchen.it’s been ten years since david lebovitz packed up his most treasured cookbooks, a well-worn cast-iron skillet, and his laptop and moved to a collection of stories and 100 sweet and savory french-inspired recipes from popular food blogger david lebovitz, reflecting the way parisians eat today and featuring lush photography taken around paris and in david's parisian kitchen.it’s been ten years since david lebovitz packed up his most treasured cookbooks, a well-worn cast-iron skillet, and his laptop and moved to paris. in that time, the culinary culture of france has shifted as a new generation of chefs and home cooks—most notably in paris—incorporates ingredients and techniques from around the world into traditional french dishes. in my paris kitchen, david remasters the classics, introduces lesser-known fare, and presents 100 sweet and savory recipes that reflect the way modern parisians eat today. you’ll find soupe à l’oignon, cassoulet, coq au vin, and croque-monsieur, as well as smoky barbecue-style pork, lamb shank tagine, dukkah-roasted cauliflower, salt cod fritters with tartar sauce, and wheat berry salad with radicchio, root vegetables, and pomegranate. and of course, there’s dessert: warm chocolate cake with salted butter caramel sauce, duck fat cookies, bay leaf poundcake with orange glaze, french cheesecake...and the list goes on. david also shares stories told with his trademark wit and humor, and lush photography taken on location around paris and in david’s kitchen reveals the quirks, trials, beauty, and joys of life in the culinary capital of the world. ...more",784bc2279baa878d,0,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,16,280,COSTLY,False
obsidian (lux #1),young adult,14.86,2,in stock (16 available) in stock in stock in stock in stock in stock in stock,"starting over sucks.when we moved to west virginia right before my senior year, i’d pretty much resigned myself to thick accents, dodgy internet access, and a whole lot of boring… until i spotted my hot neighbor, with his looming height and eerie green eyes. things were looking up.and then he opened his mouth.daemon is infuriating. arrogant. stab-worthy. we do not get alon starting over sucks.when we moved to west virginia right before my senior year, i’d pretty much resigned myself to thick accents, dodgy internet access, and a whole lot of boring… until i spotted my hot neighbor, with his looming height and eerie green eyes. things were looking up.and then he opened his mouth.daemon is infuriating. arrogant. stab-worthy. we do not get along. at all. but when a stranger attacks me and daemon literally freezes time with a wave of his hand, well, something… unexpected happens. the hot alien living next door marks me.you heard me. alien. turns out daemon and his sister have a galaxy of enemies wanting to steal their abilities, and daemon’s touch has me lit up like the vegas strip. the only way i’m getting out of this alive is by sticking close to daemon until my alien mojo fades. if i don’t kill him first, that is. ...more",3c346ab1e76ae1f6,0,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,16,214,REASONABLE,False
on a midnight clear,add a comment,14.07,3,in stock (16 available) in stock in stock in stock in stock in stock in stock,"it's christmas eve and private investigator adam fraley has lost his way while traveling a remote rural road in the foothills of the colorado rockies during a heavy snowstorm. at a loss as to where to turn next, he happens upon an isolated cabin in the woods where he stops to seek directions. there to greet him is the dwelling's lone inhabitant, an enchanting young girl wh it's christmas eve and private investigator adam fraley has lost his way while traveling a remote rural road in the foothills of the colorado rockies during a heavy snowstorm. at a loss as to where to turn next, he happens upon an isolated cabin in the woods where he stops to seek directions. there to greet him is the dwelling's lone inhabitant, an enchanting young girl who invites him out of the storm. puzzled by the circumstances of a child left home along under such conditions, fraley soon discovers the horrific reason why, a revelation that launches him into an intensive search for both a killer and a trove of buried gold. ...more",b757c0c361e689ce,0,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,16,180,REASONABLE,False
online marketing for busy authors: a step-by-step guide,self help,46.35,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"if you want people to read your book, writing it is only the beginning there has truly never been a better time to be an author. for the first time, authors have direct access to the public via the internet and can create a community eagerly awaiting their book. but where do new authors start? how do they sort through the dizzying range of online options? where should they if you want people to read your book, writing it is only the beginning there has truly never been a better time to be an author. for the first time, authors have direct access to the public via the internet and can create a community eagerly awaiting their book. but where do new authors start? how do they sort through the dizzying range of online options? where should they spend their time online and what should they be doing? enter fauzia burke, a digital book marketing pioneer and friend of overwhelmed writers everywhere. she takes authors step-by-step through the process of identifying their unique personal brand, defining their audience, clarifying their aspirations and goals, and setting priorities. she offers advice on designing a successful website, building a mailing list of superfans, blogging, creating an engagement strategy for social media, and more. by following burke's expert advice, authors can conquer the internet and still get their next manuscript in on time. "" ...more",9ffa38d3b832433a,0,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,16,231,COSTLY,False
orange: the complete collection 1 (orange: the complete collection #1),sequential art,48.41,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"a plea from the futureon the day that naho begins 11th grade, she recieves a letter from herself ten years in the future. at first, she writes it off as a prank, but as the letter’s predictions come true one by one naho realizes that the letter might be the real deal. her future self tells naho that a new transfer student, a boy named kakeru, will soon join her class. the a plea from the futureon the day that naho begins 11th grade, she recieves a letter from herself ten years in the future. at first, she writes it off as a prank, but as the letter’s predictions come true one by one naho realizes that the letter might be the real deal. her future self tells naho that a new transfer student, a boy named kakeru, will soon join her class. the letter begs naho to watch over him, saying that only naho can save kakeru from a terrible future. who is this mystery boy, and can naho save him from his destiny? the heart-wrenching sci-fi romance that has over million copies in print in japan! ...more",11809b1d323b3057,0,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,16,189,COSTLY,False
"outcast, vol. 1: a darkness surrounds him (outcast #1)",sequential art,15.44,4,in stock (16 available) in stock in stock in stock in stock in stock in stock,"new horror series from the walking dead creator robert kirkman! kyle barnes has been plagued by demonic possession all his life and now he needs answers. unfortunately, what he uncovers along the way could bring about the end of life on earth as we know it. collects outcast by kirkman & azaceta #1-6.",889139b8e9c4cb36,0,https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,16,53,REASONABLE,True
patience,sequential art,10.16,3,in stock (16 available) in stock in stock in stock in stock in stock in stock,"patience is a psychedelic science-fiction love story, veering with uncanny precision from violent destruction to deeply personal tenderness in a way that is both quintessentially “clowesian” and utterly unique in the author’s body of work. this 180-page, full-color original graphic novel affords clowes the opportunity to draw some of the most exuberant and breathtaking pag patience is a psychedelic science-fiction love story, veering with uncanny precision from violent destruction to deeply personal tenderness in a way that is both quintessentially “clowesian” and utterly unique in the author’s body of work. this 180-page, full-color original graphic novel affords clowes the opportunity to draw some of the most exuberant and breathtaking pages of his life, and to tell his most suspenseful, surprising and affecting story yet. ...more",9429b4d59c537af5,0,https://books.toscrape.com/catalogue/patience_916/index.html,16,125,REASONABLE,False
"political suicide: missteps, peccadilloes, bad calls, backroom hijinx, sordid pasts, rotten breaks, and just plain dumb mistakes in the annals of american politics",history,36.28,2,in stock (16 available) in stock in stock in stock in stock in stock in stock,"just in time for the presidential election of 2016 comes political suicide, a history of the best and most interesting missteps, peccadilloes, bad calls, back room hijinks, sordid pasts, rotten breaks, and just plain dumb mistakes in the annals of american politics.they have tweeted their private parts to women they're trying to impress. they have gotten caught on tape doi just in time for the presidential election of 2016 comes political suicide, a history of the best and most interesting missteps, peccadilloes, bad calls, back room hijinks, sordid pasts, rotten breaks, and just plain dumb mistakes in the annals of american politics. they have tweeted their private parts to women they're trying to impress. they have gotten caught on tape doing and saying things they really shouldn't have. they have denied knowing about the underhanded doings of underlings — only to have a paper trail lead straight back to them. nowadays, it seems like half of what we hear about politicians isn't about laws or governing, but is instead coverage focused on shenanigans, questionable morals, and scandals too numerous to count. and while we shake our heads in disbelief, we still can't resist poring over the details of these notorious incidents.in political suicide, the foibles of our politicians are brought from the tabloid pages to this entertaining — and cautionary — tale of american history. ...more",7392c0032f92d816,0,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,16,226,COSTLY,False
"pop gun war, volume 1: gift",sequential art,18.97,1,in stock (16 available) in stock in stock in stock in stock in stock in stock,"""pop gun war is about childhood, self-discovery, oppression, guilt, dreams, loneliness, whatever. it is more about a feeling you, the reader, get from the story rather than a typical narrative. if you wanted to get literal, it is about an inner city boy, sinclair, who discovers a pair of discarded angel wings. with these wings, sinclair flies around the city and gets into ""pop gun war is about childhood, self-discovery, oppression, guilt, dreams, loneliness, whatever. it is more about a feeling you, the reader, get from the story rather than a typical narrative. if you wanted to get literal, it is about an inner city boy, sinclair, who discovers a pair of discarded angel wings. with these wings, sinclair flies around the city and gets into adventures."" - farel dalrymple, series creator from publishers weekly: collecting the first five issues of dalrymple's acclaimed comic book series pop gun war, this book provides a capsule look at dalrymple's vision of urban fantasy. set in new york, his stories follow characters with wings, talking fish, giants, dwarves and other fantastical acquaintances and ideas. at the center of it all is a boy named sinclair, who acquires a set of wings when a tattooed, disgruntled angel pays to have them cut off. sinclair, a lonely kid prone to bowties and being teased, sets off on a series of encounters across the city. his older sister, a singer in a rock band, is an inspiration and worry; a homeless man of unknown powers and origins joins him; and a band of youths pursue him. dalrymple renders this gang of eccentrics and mystics in a loose but realistic pen and ink style highly dynamic and tailor-made for depicting new york's teeming city streets. he has a flair for the dramatic as well scenes of sinclair flying, or of a giant walking the streets, are genuinely affecting, while seeming completely natural and brings to life a subtle kind of cartoon surrealism. the story meanders a bit, and it's not always clear where it's headed, but the fun of pop gun war is in its vivid characters and details. it is a fine debut, reminiscent of dc comics's vertigo line, with which it should sit comfortably on bookstores' and adventurous readers' shelves. ...more",e80f8e518b300dfe,0,https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,16,376,REASONABLE,False
princess between worlds (wide-awake princess #5),fantasy,13.34,5,in stock (16 available) in stock in stock in stock in stock in stock in stock,"just as annie and liam are busy making plans to travel the world, a witch shows up and gives them a collection of postcards from the magic marketplace. each postcard gives annie and liam the opportunity to travel to exotic lands and far-flung kingdoms. what the witch doesn't give them are directions on how to safely return.",0e691eda369f4e09,0,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html,16,57,REASONABLE,True
"princess jellyfish 2-in-1 omnibus, vol. 01 (princess jellyfish 2-in-1 omnibus #1)",sequential art,13.61,5,in stock (16 available) in stock in stock in stock in stock in stock in stock,"the long-awaited story of fangirls taking on tokyo!special large-size 2-in-1 edition of over 400 pages!""one of the best anime and manga for beginners. enthusiasm - geeky and otherwise - is power in princess jellyfish. enthusiasm saves the day and paves the road to the future."" - kotaku""princess jellyfish's ambition is simple: to tell a delightful story in a delightful way. the long-awaited story of fangirls taking on tokyo!special large-size 2-in-1 edition of over 400 pages!""one of the best anime and manga for beginners. enthusiasm - geeky and otherwise - is power in princess jellyfish. enthusiasm saves the day and paves the road to the future."" - kotaku""princess jellyfish's ambition is simple: to tell a delightful story in a delightful way... it's a pretty deadly one-two punch."" - anime news network""loaded with heart, soul, humor and insight."" - about.comstinging beauty tsukimi kurashita has a strange fascination with jellyfish. she’s loved them from a young age and has carried that love with her to her new life in the big city of tokyo. there, she resides in amamizukan, a safe-haven for girl geeks who regularly gush over a range of things from trains to japanese dolls. however, a chance meeting at a pet shop has tsukimi crossing paths with one of the things that the residents of amamizukan have been desperately trying to avoid—a beautiful and fashionable woman! but there’s much more to this woman than her trendy clothes! this odd encounter is only the beginning of a new and unexpected path for tsukimi and her friends. ...more",0fa6dceead7ce47a,0,https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,16,256,REASONABLE,True
"the mindfulness and acceptance workbook for anxiety: a guide to breaking free from anxiety, phobias, and worry using acceptance and commitment therapy",add a comment,23.89,4,in stock (16 available) in stock in stock in stock in stock in stock in stock,"is anxiety and fear a problem for you? have you tried to win the war with your anxious mind and body, only to end up feeling frustrated, powerless, and stuck? if so, you’re not alone. but there is a way forward, a path into genuine happiness, and a way back into living the kind of life you so desperately want. this workbook will help you get started on this new journey tod is anxiety and fear a problem for you? have you tried to win the war with your anxious mind and body, only to end up feeling frustrated, powerless, and stuck? if so, you’re not alone. but there is a way forward, a path into genuine happiness, and a way back into living the kind of life you so desperately want. this workbook will help you get started on this new journey today!now in its second edition, the mindfulness and acceptance workbook for anxiety offers a new approach to your anxiety, fears, and your life. within its pages, you’ll find a powerful and tested set of tools and strategies to help you gain freedom from fear, trauma, worry, and all the many manifestations of anxiety and fear. the book offers an empowering approach to help you create the kind of life you so desperately want to live.based on a revolutionary approach to psychological health and wellness called acceptance and commitment therapy (act), this fully revised and updated second edition offers compelling new exercises to help you create the conditions for your own genuine happiness and peace of mind. you’ll learn how your mind can trap you, keeping you stuck and struggling in anxiety and fear. you’ll also discover ways to nurture your capacity for acceptance, mindfulness, kindness, and compassion, and use these qualities to weaken the power of anxiety and fear so that you can gain the space do what truly matters to you. now is the time.nobody chooses anxiety. and there is no healthy way to “turn off” anxious thoughts and feelings like a light switch. but you can learn to break free from the shackles of anxiety and fear and take back your life. the purpose of this workbook is to help you do just that. your life is calling on you to make that choice, and the skills in this workbook can help you make it happen. you can live better, more fully, and more richly with or without anxiety and fear. this book will show you the way.this book has been awarded the association for behavioral and cognitive therapies self-help seal of merit — an award bestowed on outstanding self-help books that are consistent with cognitive behavioral therapy (cbt) principles and that incorporate scientifically tested strategies for overcoming mental health difficulties. used alone or in conjunction with therapy, our books offer powerful tools readers can use to jump-start changes in their lives. ...more",31075275518532d7,0,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,16,478,AFFORDABLE,True
the most perfect thing: inside (and outside) a bird's egg,science,42.96,4,in stock (16 available) in stock in stock in stock in stock in stock in stock,"renowned ornithologist tim birkhead opens this gripping story as a female guillemot chick hatches, already carrying her full quota of tiny eggs within her undeveloped ovary. as she grows into adulthood, only a few of her eggs mature, are released into the oviduct, and are fertilized by sperm stored from copulation that took place days or weeks earlier. within a matter of h renowned ornithologist tim birkhead opens this gripping story as a female guillemot chick hatches, already carrying her full quota of tiny eggs within her undeveloped ovary. as she grows into adulthood, only a few of her eggs mature, are released into the oviduct, and are fertilized by sperm stored from copulation that took place days or weeks earlier. within a matter of hours, the fragile yolk is surrounded by albumen and the whole is gradually encased within a turquoise jewel of a shell. soon afterward the fully formed egg is expelled onto a bare rocky ledge, where it will be incubated for four weeks before another chick emerges and the life cycle begins again. a bird's egg is about how eggs in general are made, fertilized, developed, and hatched. the eggs of most birds spend just 24 hours in the oviduct; however, that journey takes 48 hours in cuckoos, which surreptitiously lay their eggs in the nests of other birds. from the earliest times, the study of birds' ovaries and ova (eggs) played a vital role in the quest to unravel the mysteries of fertilization and embryo development in humans. birkhead uses birds' eggs as wondrous portals into natural history, enlivened by the stories of naturalists and scientists, including birkhead and his students, whose discoveries have advanced current scientific knowledge of reproduction. ...more",aadee1c326d286e3,0,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,16,286,COSTLY,False
the murder that never was (forensic instincts #5),fiction,54.11,3,in stock (16 available) in stock in stock in stock in stock in stock in stock,"given the opportunity, would you assume someone else's identity and leave your old life behind? a serendipitous crossing of paths between lisa barnes, a down-on-her-luck job seeker, and julie forman, a personal trainer to an olympic hopeful, forever changes the course of both women's lives. one winds up dead and the other finds herself a fugitive, hiding behind one lie aft given the opportunity, would you assume someone else's identity and leave your old life behind? a serendipitous crossing of paths between lisa barnes, a down-on-her-luck job seeker, and julie forman, a personal trainer to an olympic hopeful, forever changes the course of both women's lives. one winds up dead and the other finds herself a fugitive, hiding behind one lie after another as a cold-blooded killer methodically hunts her. desperately trying to stay alive, the terrified woman enlists the help of forensic instincts, a rogue investigative team that clandestinely operates in the gray area between legal and illegal. safeguarding their client's deception, forensic instincts digs into dangerous territory as they try to find out who's after their client and why. meanwhile, bodies are piling up in chicago, new jersey, and vermont as a megalomaniacal genius will stop at nothing to eradicate anyone who threatens the success of his medical breakthrough. with an unhinged client and a monstrous criminal enterprise as its adversary, forensic instincts is forced into uncharted territory to protect their client and save one of their own from becoming the next corpse. forensic instincts is an unorthodox, criminal investigative team that carefully navigates the fine line between legal and illegal. the team consists of a behaviorist, a former navy seal, a techo-wiz, an intuitive, a pickpocket, a retired fbi agent, and a human scent evidence dog."" ...more",d01ac97e2b8947c2,0,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,16,290,COSTLY,False
the nameless city (the nameless city #1),sequential art,38.16,4,in stock (16 available) in stock in stock in stock in stock in stock in stock,"every nation that invades the city gives it a new name. but before long, new invaders arrive and the city changes hands once again. the natives don't let themselves get caught up in the unending wars. to them, their home is the nameless city, and those who try to name it are forever outsiders.kaidu is one such outsider. he's a dao born and bred--a member of the latest occu every nation that invades the city gives it a new name. but before long, new invaders arrive and the city changes hands once again. the natives don't let themselves get caught up in the unending wars. to them, their home is the nameless city, and those who try to name it are forever outsiders.kaidu is one such outsider. he's a dao born and bred--a member of the latest occupying nation. rat is a native of the nameless city. at first, she hates kai for everything he stands for, but his love of his new home may be the one thing that can bring these two unlikely friends together. let's hope so, because the fate of the nameless city rests in their hands. ...more",7d385d34d12e60ff,0,https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,16,192,COSTLY,False
#higherselfie: wake up your life. free your soul. find your tribe.,nonfiction,23.11,5,in stock (17 available) in stock in stock in stock in stock in stock in stock,"there is a cosmic alarm clock going off around the world! #higherselfie's aim is to unite all those waking up spiritually in this digital age. this book is a guide to love, connection, and kickass surrendered action for young people who have at least a toe in the door of spirituality. with a no-nonsense approach and full of wit and humor, this book shares age-old concepts there is a cosmic alarm clock going off around the world! #higherselfie's aim is to unite all those waking up spiritually in this digital age. this book is a guide to love, connection, and kickass surrendered action for young people who have at least a toe in the door of spirituality. with a no-nonsense approach and full of wit and humor, this book shares age-old concepts in a language that is accessible to the modern spiritual audience. whether you have just bought a yoga mat or have been meditating for years, this book will offer you guidance and support, whatever stage of the journey you're at. life coaches jo westwood and lucy sheridan touch upon timeless topics such as forgiveness, surrender and the ego, as well as subjects specific to the current age, such as using social media in a healthy way, finding a like-minded tribe, and following your own spiritual and life paths without comparing yourself to others. whether you're a reiki master, climbing the corporate ladder or working in a suburban garden center #higherselfie will be the perfect ‘gateway drug’ for those looking for something deeper and more meaningful. ...more",c27f6e1f185b0383,0,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,17,258,AFFORDABLE,True
private paris (private #10),fiction,47.61,5,in stock (17 available) in stock in stock in stock in stock in stock in stock,"paris is burning--and only private's jack morgan can put out the fire.when jack morgan stops by private's paris office, he envisions a quick hello during an otherwise relaxing trip filled with fine food and sightseeing. but jack is quickly pressed into duty after a call from his client sherman wilkerson, asking jack to track down his young granddaughter who is on the run f paris is burning--and only private's jack morgan can put out the fire.when jack morgan stops by private's paris office, he envisions a quick hello during an otherwise relaxing trip filled with fine food and sightseeing. but jack is quickly pressed into duty after a call from his client sherman wilkerson, asking jack to track down his young granddaughter who is on the run from a brutal drug dealer.before jack can locate her, several members of france's cultural elite are found dead--murdered in stunning, symbolic fashion. the only link between the crimes is a mysterious graffiti tag. as religious and ethnic tensions simmer in the city of lights, only jack and his private team can connect the dots before the smoldering powder keg explodes. ...more",b12b89017878a60d,0,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,17,188,COSTLY,False
reasons to stay alive,nonfiction,26.41,2,in stock (17 available) in stock in stock in stock in stock in stock in stock,"i want life. i want to read it and write it and feel it and live it. i want, for as much of the time as possible in this blink-of-an-eye existence we have, to feel all that can be felt. i hate depression. i am scared of it. terrified, in fact. but at the same time, it has made me who i am. and if - for me - it is the price of feeling life, it's a price always worth paying. i want life. i want to read it and write it and feel it and live it. i want, for as much of the time as possible in this blink-of-an-eye existence we have, to feel all that can be felt. i hate depression. i am scared of it. terrified, in fact. but at the same time, it has made me who i am. and if - for me - it is the price of feeling life, it's a price always worth paying.reasons to stay alive is about making the most of your time on earth. in the western world the suicide rate is highest amongst men under the age of 35. matt haig could have added to that statistic when, aged 24, he found himself staring at a cliff-edge about to jump off. this is the story of why he didn't, how he recovered and learned to live with anxiety and depression. it's also an upbeat, joyous and very funny exploration of how live better, love better, read better and feel more. ...more",c8f7f0cb1abb9cac,0,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,17,255,AFFORDABLE,False
slow states of collapse: poems,poetry,57.31,3,in stock (17 available) in stock in stock in stock in stock in stock in stock,"the eagerly anticipated debut from one of canada’s most exciting new poets in her debut collection, ashley-elizabeth best explores the cultivation of resilience during uncertain and often trying times. it’s a book built around day-to-day conflicts — poems about love, family, grief, power, and longing. navigating the fault lines of popular culture and traditional poetry to the eagerly anticipated debut from one of canada’s most exciting new poets in her debut collection, ashley-elizabeth best explores the cultivation of resilience during uncertain and often trying times. it’s a book built around day-to-day conflicts — poems about love, family, grief, power, and longing. navigating the fault lines of popular culture and traditional poetry to assert that we are all history makers, slow states of collapse enters the landscape of personal narrative in an attempt to reconcile life’s little universal griefs.slow states of collapse presents a world that is at once menacing and full of wonder and grace. it’s a poetry of “casual cruelty” and “kisses like / puncture wounds,” of “something too tender to touch” and “the threat of an intense beauty.” in this collection, illness confronts bedside manners while a migrant restlessness also paints remarkable portraits of shifting self-image, and in the process the nature of personal and political power is reimagined. ...more",b4fd5943413e089a,0,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,17,212,COSTLY,False
chase me (paris nights #2),romance,25.27,5,in stock (19 available) in stock in stock in stock in stock in stock in stock,"a michelin two-star chef at twenty-eight, violette lenoir could handle anything, including a cocky burglar who broke into her restaurant in the middle of the night.or so she thought.elite counterterrorist operative chase “smith” had been through things that made hell week look easy. but nothing had prepared him for a leather-clad blonde who held him at bay at knifepoint an a michelin two-star chef at twenty-eight, violette lenoir could handle anything, including a cocky burglar who broke into her restaurant in the middle of the night.or so she thought.elite counterterrorist operative chase “smith” had been through things that made hell week look easy. but nothing had prepared him for a leather-clad blonde who held him at bay at knifepoint and dared him to take her on.now if only saving the world didn’t require he ruin her life.two people who thought they could handle anything now have to take on each other. it's a battle neither one expected. but with their futures on the line, they have nothing to lose...but their hearts.warning: this book contains one arrogant navy seal, nights of paris passion, and a woman who wants to have it all. ...more",c2e46a2ee3b4a322,0,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,19,192,AFFORDABLE,True
"foolproof preserving: a guide to small batch jams, jellies, pickles, condiments, and more: a foolproof guide to making small batch jams, jellies, pickles, condiments, and more",food and drink,30.52,3,in stock (19 available) in stock in stock in stock in stock in stock in stock,"canning perfected the america’s test kitchen way. the art of preserving produce by canning and preserving has come full circle from grandmother's kitchen to a whole new generation now eager to learn it. this detailed guide to home preserving is perfect for novice canners and experts alike and offers more than 100 foolproof recipes across a wide range of categories, from sw canning perfected the america’s test kitchen way. the art of preserving produce by canning and preserving has come full circle from grandmother's kitchen to a whole new generation now eager to learn it. this detailed guide to home preserving is perfect for novice canners and experts alike and offers more than 100 foolproof recipes across a wide range of categories, from sweet jams and jellies to savory jams, vegetables, condiments, pickles, whole fruits, and more. let the experts at america's test kitchen show you how to do it right with detailed tutorials, troubleshooting tips, equipment information, and insight into the science behind canning. ...more",5674a18a29a43ced,0,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,19,166,COSTLY,False
how music works,music,37.32,2,in stock (19 available) in stock in stock in stock in stock in stock in stock,"how music works is david byrne’s remarkable and buoyant celebration of a subject he has spent a lifetime thinking about. in it he explores how profoundly music is shaped by its time and place, and he explains how the advent of recording technology in the twentieth century forever changed our relationship to playing, performing, and listening to music.acting as historian an how music works is david byrne’s remarkable and buoyant celebration of a subject he has spent a lifetime thinking about. in it he explores how profoundly music is shaped by its time and place, and he explains how the advent of recording technology in the twentieth century forever changed our relationship to playing, performing, and listening to music.acting as historian and anthropologist, raconteur and social scientist, he searches for patterns—and shows how those patterns have affected his own work over the years with talking heads and his many collaborators, from brian eno to caetano veloso. byrne sees music as part of a larger, almost darwinian pattern of adaptations and responses to its cultural and physical context. his range is panoptic, taking us from wagnerian opera houses to african villages, from his earliest high school reel-to-reel recordings to his latest work in a home music studio (and all the big studios in between).touching on the joy, the physics, and even the business of making music, how music works is a brainy, irresistible adventure and an impassioned argument about music’s liberating, life-affirming power. ...more",327f68a59745c102,0,https://books.toscrape.com/catalogue/how-music-works_979/index.html,19,243,COSTLY,False
in her wake,thriller,12.84,1,in stock (19 available) in stock in stock in stock in stock in stock in stock,"a perfect life … until she discovered it wasn’t her own.a tragic family event reveals devastating news that rips apart bella’s comfortable existence. embarking on a personal journey to uncover the truth, she faces a series of traumatic discoveries that take her to the ruggedly beautiful cornish coast, where hidden truths, past betrayals and a 25-year-old mystery threaten n a perfect life … until she discovered it wasn’t her own.a tragic family event reveals devastating news that rips apart bella’s comfortable existence. embarking on a personal journey to uncover the truth, she faces a series of traumatic discoveries that take her to the ruggedly beautiful cornish coast, where hidden truths, past betrayals and a 25-year-old mystery threaten not just her identity, but also her life.chilling, complex and profoundly moving, in her wake is a gripping psychological thriller that questions the nature of family – and reminds us that sometimes the most shocking crimes are committed closest to home. ...more",23356462d1320d61,0,https://books.toscrape.com/catalogue/in-her-wake_980/index.html,19,159,REASONABLE,False
sharp objects,mystery,47.82,4,in stock (20 available) in stock in stock in stock,"wicked above her hipbone, girl across her heart words are like a road map to reporter camille preaker’s troubled past. fresh from a brief stay at a psych hospital, camille’s first assignment from the second-rate daily paper where she works brings her reluctantly back to her hometown to cover the murders of two preteen girls. nasty on her kneecap, babydoll on her leg since wicked above her hipbone, girl across her heart words are like a road map to reporter camille preaker’s troubled past. fresh from a brief stay at a psych hospital, camille’s first assignment from the second-rate daily paper where she works brings her reluctantly back to her hometown to cover the murders of two preteen girls. nasty on her kneecap, babydoll on her leg since she left town eight years ago, camille has hardly spoken to her neurotic, hypochondriac mother or to the half-sister she barely knows: a beautiful thirteen-year-old with an eerie grip on the town. now, installed again in her family’s victorian mansion, camille is haunted by the childhood tragedy she has spent her whole life trying to cut from her memory. harmful on her wrist, whore on her ankle as camille works to uncover the truth about these violent crimes, she finds herself identifying with the young victims—a bit too strongly. clues keep leading to dead ends, forcing camille to unravel the psychological puzzle of her own past to get at the story. dogged by her own demons, camille will have to confront what happened to her years before if she wants to survive this homecoming.with its taut, crafted writing, sharp objects is addictive, haunting, and unforgettable. ...more",e00eb4fd7b871a48,0,https://books.toscrape.com/catalogue/sharp-objects_997/index.html,20,274,COSTLY,False
soumission,fiction,50.1,1,in stock (20 available) in stock in stock,"dans une france assez proche de la nôtre, un homme s’engage dans la carrière universitaire. peu motivé par l’enseignement, il s’attend à une vie ennuyeuse mais calme, protégée des grands drames historiques. cependant les forces en jeu dans le pays ont fissuré le système politique jusqu’à provoquer son effondrement. cette implosion sans soubresauts, sans vraie révolution, s dans une france assez proche de la nôtre, un homme s’engage dans la carrière universitaire. peu motivé par l’enseignement, il s’attend à une vie ennuyeuse mais calme, protégée des grands drames historiques. cependant les forces en jeu dans le pays ont fissuré le système politique jusqu’à provoquer son effondrement. cette implosion sans soubresauts, sans vraie révolution, se développe comme un mauvais rêve.le talent de l’auteur, sa force visionnaire nous entraînent sur un terrain ambigu et glissant ; son regard sur notre civilisation vieillissante fait coexister dans ce roman les intuitions poétiques, les effets comiques, une mélancolie fataliste.ce livre est une saisissante fable politique et morale. ...more",6957f44c3847a760,0,https://books.toscrape.com/catalogue/soumission_998/index.html,20,163,COSTLY,False
